"product_name","stock_available","predicted_quantity","shortage","peak_month","seasonal_note"
"Sony Edition 563",463,499,36,"October","Mostly required in October"
"Philips Model 328",326,362,36,"December","Mostly required in December"
"Apple Prime 340",83,119,36,"October","Mostly required in October"
"Puma Edition 792",40,76,36,"August","Mostly required in August"
"Dell Prime 762",90,126,36,"September","Mostly required in September"
"Prestige Series 193",307,343,36,"December","Mostly required in December"
"Dell Series 459",17,53,36,"August","Mostly required in August"
"Samsung Edition 360",209,245,36,"June","Mostly required in June"
"Apple Ultra 759",286,322,36,"July","Mostly required in July"
"Redmi Series 473",74,110,36,"November","Mostly required in November"
"Reebok Ultra 730",256,292,36,"April","Mostly required in April"
"Reebok Edition 356",348,384,36,"October","Mostly required in October"
"Nike Prime 503",243,279,36,"March","Mostly required in March"
"LG Ultra 524",32,68,36,"November","Mostly required in November"
"Samsung Prime 734",24,60,36,"February","Mostly required in February"
"Prestige Prime 489",301,337,36,"March","Mostly required in March"
"LG Series 753",414,450,36,"September","Mostly required in September"
"Puma Ultra 44",187,223,36,"July","Mostly required in July"
"Puma Prime 189",757,793,36,"May","Mostly required in May"
"Philips Prime 935",235,271,36,"December","Mostly required in December"
"Samsung Edition 533",811,847,36,"June","Mostly required in June"
"Apple Edition 591",419,455,36,"December","Mostly required in December"
"Samsung Prime 629",780,816,36,"September","Mostly required in September"
"Adidas Ultra 507",219,255,36,"January","Mostly required in January"
"Prestige Prime 693",35,71,36,"June","Mostly required in June"
"Philips Model 214",53,89,36,"April","Mostly required in April"
"Puma Prime 256",958,994,36,"January","Mostly required in January"
"Reebok Model 777",19,55,36,"September","Mostly required in September"
"Sony Series 66",113,149,36,"August","Mostly required in August"
"Boat Prime 646",786,822,36,"January","Mostly required in January"
"HP Edition 144",23,59,36,"May","Mostly required in May"
"Apple Prime 556",45,80,35,"January","Mostly required in January"
"Dell Edition 78",141,176,35,"November","Mostly required in November"
"LG Prime 692",87,122,35,"April","Mostly required in April"
"Adidas Prime 986",229,264,35,"March","Mostly required in March"
"Samsung Prime 460",14,49,35,"August","Mostly required in August"
"Whirlpool Ultra 911",334,369,35,"April","Mostly required in April"
"LG Prime 589",53,88,35,"May","Mostly required in May"
"Redmi Ultra 136",350,385,35,"September","Mostly required in September"
"Adidas Edition 901",567,602,35,"November","Mostly required in November"
"Samsung Prime 44",92,127,35,"July","Mostly required in July"
"Whirlpool Series 877",76,111,35,"May","Mostly required in May"
"Apple Model 117",66,101,35,"August","Mostly required in August"
"Whirlpool Ultra 659",316,351,35,"April","Mostly required in April"
"Adidas Ultra 853",517,552,35,"September","Mostly required in September"
"Redmi Series 41",23,58,35,"May","Mostly required in May"
"Prestige Model 607",516,551,35,"April","Mostly required in April"
"Reebok Model 399",188,223,35,"March","Mostly required in March"
"Nike Prime 410",549,584,35,"June","Mostly required in June"
"Reebok Model 497",69,104,35,"July","Mostly required in July"
"Boat Prime 377",408,443,35,"November","Mostly required in November"
"Dell Edition 722",478,513,35,"March","Mostly required in March"
"HP Model 216",178,213,35,"February","Mostly required in February"
"LG Series 29",208,243,35,"June","Mostly required in June"
"Nike Edition 787",208,243,35,"May","Mostly required in May"
"Puma Ultra 427",103,138,35,"January","Mostly required in January"
"Apple Ultra 297",48,83,35,"September","Mostly required in September"
"Puma Series 428",3,38,35,"February","Mostly required in February"
"Prestige Edition 736",141,176,35,"May","Mostly required in May"
"Prestige Model 972",21,56,35,"November","Mostly required in November"
"LG Prime 262",109,144,35,"October","Mostly required in October"
"HP Prime 903",65,100,35,"May","Mostly required in May"
"Whirlpool Edition 771",422,457,35,"August","Mostly required in August"
"Sony Series 830",385,420,35,"September","Mostly required in September"
"Adidas Series 483",278,313,35,"October","Mostly required in October"
"Apple Model 963",43,78,35,"March","Mostly required in March"
"Adidas Prime 610",160,195,35,"March","Mostly required in March"
"HP Model 460",42,77,35,"March","Mostly required in March"
"Redmi Prime 523",341,376,35,"April","Mostly required in April"
"Boat Edition 172",31,66,35,"July","Mostly required in July"
"Sony Ultra 218",808,843,35,"January","Mostly required in January"
"LG Series 928",117,152,35,"May","Mostly required in May"
"Nike Series 550",179,214,35,"September","Mostly required in September"
"Dell Prime 994",39,74,35,"May","Mostly required in May"
"LG Model 585",7,42,35,"November","Mostly required in November"
"Dell Edition 952",138,173,35,"March","Mostly required in March"
"Boat Ultra 532",572,607,35,"February","Mostly required in February"
"LG Model 712",51,86,35,"June","Mostly required in June"
"Puma Model 788",287,322,35,"January","Mostly required in January"
"HP Edition 966",8,43,35,"May","Mostly required in May"
"HP Model 781",943,978,35,"January","Mostly required in January"
"Nike Ultra 245",365,400,35,"November","Mostly required in November"
"Whirlpool Prime 524",260,294,34,"October","Mostly required in October"
"Reebok Ultra 372",73,107,34,"December","Mostly required in December"
"Dell Ultra 494",93,127,34,"September","Mostly required in September"
"Sony Model 734",31,65,34,"July","Mostly required in July"
"Dell Series 332",8,42,34,"January","Mostly required in January"
"Whirlpool Prime 382",0,34,34,"April","Mostly required in April"
"Whirlpool Model 376",169,203,34,"July","Mostly required in July"
"LG Series 772",488,522,34,"March","Mostly required in March"
"Adidas Model 320",788,822,34,"January","Mostly required in January"
"Reebok Ultra 212",6,40,34,"December","Mostly required in December"
"Reebok Prime 545",109,143,34,"July","Mostly required in July"
"Dell Prime 188",28,62,34,"July","Mostly required in July"
"Redmi Ultra 598",717,751,34,"November","Mostly required in November"
"Redmi Edition 269",85,119,34,"June","Mostly required in June"
"Puma Edition 357",167,201,34,"March","Mostly required in March"
"Boat Series 414",97,131,34,"March","Mostly required in March"
"Philips Model 722",888,922,34,"September","Mostly required in September"
"Boat Series 236",154,188,34,"February","Mostly required in February"
"Nike Model 195",63,97,34,"July","Mostly required in July"
"Prestige Series 738",40,74,34,"March","Mostly required in March"
"Samsung Series 129",187,221,34,"July","Mostly required in July"
"Whirlpool Prime 26",286,320,34,"March","Mostly required in March"
"Prestige Prime 260",407,441,34,"February","Mostly required in February"
"Prestige Series 221",14,48,34,"August","Mostly required in August"
"Whirlpool Model 181",275,309,34,"July","Mostly required in July"
"Reebok Series 42",19,53,34,"December","Mostly required in December"
"Redmi Prime 808",56,90,34,"June","Mostly required in June"
"LG Model 638",211,245,34,"September","Mostly required in September"
"Redmi Model 365",23,57,34,"June","Mostly required in June"
"Samsung Ultra 127",20,54,34,"June","Mostly required in June"
"Reebok Model 488",103,137,34,"October","Mostly required in October"
"LG Edition 825",323,357,34,"October","Mostly required in October"
"Prestige Model 442",506,540,34,"January","Mostly required in January"
"HP Prime 65",319,353,34,"March","Mostly required in March"
"Prestige Series 490",96,130,34,"February","Mostly required in February"
"Philips Ultra 518",23,57,34,"November","Mostly required in November"
"HP Series 822",427,461,34,"September","Mostly required in September"
"Sony Prime 541",23,57,34,"April","Mostly required in April"
"Adidas Model 486",105,139,34,"June","Mostly required in June"
"Sony Prime 724",124,158,34,"May","Mostly required in May"
"HP Ultra 767",131,165,34,"March","Mostly required in March"
"HP Edition 795",333,367,34,"April","Mostly required in April"
"Puma Series 974",121,155,34,"September","Mostly required in September"
"Reebok Edition 630",4,38,34,"November","Mostly required in November"
"Dell Edition 506",22,56,34,"April","Mostly required in April"
"Samsung Ultra 709",21,55,34,"July","Mostly required in July"
"Prestige Series 652",207,241,34,"April","Mostly required in April"
"Adidas Edition 418",124,158,34,"August","Mostly required in August"
"LG Edition 219",159,193,34,"February","Mostly required in February"
"Adidas Model 872",140,174,34,"April","Mostly required in April"
"HP Edition 872",116,150,34,"October","Mostly required in October"
"HP Prime 135",637,671,34,"March","Mostly required in March"
"Nike Series 477",267,301,34,"November","Mostly required in November"
"Apple Series 714",309,343,34,"May","Mostly required in May"
"Whirlpool Prime 691",403,437,34,"February","Mostly required in February"
"Whirlpool Series 542",11,45,34,"October","Mostly required in October"
"Sony Series 575",283,317,34,"June","Mostly required in June"
"Nike Model 432",161,195,34,"April","Mostly required in April"
"Apple Series 945",928,962,34,"January","Mostly required in January"
"Samsung Prime 577",208,242,34,"July","Mostly required in July"
"Sony Model 734",755,789,34,"January","Mostly required in January"
"Philips Edition 59",413,447,34,"February","Mostly required in February"
"HP Model 162",197,231,34,"November","Mostly required in November"
"Prestige Ultra 517",75,109,34,"July","Mostly required in July"
"Prestige Model 498",648,682,34,"May","Mostly required in May"
"Adidas Prime 164",83,117,34,"June","Mostly required in June"
"Puma Series 481",23,57,34,"September","Mostly required in September"
"Prestige Ultra 263",372,406,34,"November","Mostly required in November"
"Sony Edition 447",926,960,34,"January","Mostly required in January"
"Reebok Prime 112",35,68,33,"September","Mostly required in September"
"Redmi Model 743",13,46,33,"February","Mostly required in February"
"Redmi Edition 464",17,50,33,"November","Mostly required in November"
"Boat Ultra 877",210,243,33,"August","Mostly required in August"
"Dell Ultra 969",208,241,33,"July","Mostly required in July"
"Sony Edition 35",94,127,33,"May","Mostly required in May"
"LG Prime 65",132,165,33,"December","Mostly required in December"
"Nike Series 317",335,368,33,"October","Mostly required in October"
"Redmi Series 369",683,716,33,"September","Mostly required in September"
"Philips Edition 347",200,233,33,"February","Mostly required in February"
"Boat Ultra 532",285,318,33,"July","Mostly required in July"
"Philips Edition 960",92,125,33,"March","Mostly required in March"
"Sony Series 713",246,279,33,"November","Mostly required in November"
"Boat Model 790",194,227,33,"September","Mostly required in September"
"Redmi Model 694",1,34,33,"June","Mostly required in June"
"Whirlpool Prime 696",63,96,33,"February","Mostly required in February"
"Reebok Ultra 277",166,199,33,"February","Mostly required in February"
"HP Prime 322",160,193,33,"October","Mostly required in October"
"Nike Edition 575",64,97,33,"August","Mostly required in August"
"Sony Prime 137",399,432,33,"October","Mostly required in October"
"Adidas Edition 970",5,38,33,"October","Mostly required in October"
"Prestige Prime 836",597,630,33,"November","Mostly required in November"
"Philips Model 458",267,300,33,"August","Mostly required in August"
"Boat Prime 473",197,230,33,"February","Mostly required in February"
"HP Ultra 727",697,730,33,"June","Mostly required in June"
"Prestige Series 664",100,133,33,"June","Mostly required in June"
"Philips Ultra 747",19,52,33,"March","Mostly required in March"
"Redmi Series 701",41,74,33,"January","Mostly required in January"
"Prestige Series 757",55,88,33,"May","Mostly required in May"
"Redmi Edition 842",23,56,33,"February","Mostly required in February"
"Nike Prime 836",242,275,33,"September","Mostly required in September"
"Redmi Edition 762",153,186,33,"July","Mostly required in July"
"Puma Edition 73",156,189,33,"February","Mostly required in February"
"Apple Model 586",4,37,33,"March","Mostly required in March"
"HP Series 623",113,146,33,"December","Mostly required in December"
"LG Model 381",340,373,33,"October","Mostly required in October"
"Reebok Prime 923",267,300,33,"February","Mostly required in February"
